NaN,"Foreign direct investment, net (BoP, current US$)","Net capital account (BoP, current US$)","Net trade in goods and services (BoP, current US$)","Exports of goods and services (BoP, current US$)","Charges for the use of intellectual property, payments (BoP, current US$)","Net secondary income (BoP, current US$)","Grants, excluding technical cooperation (BoP, current US$)","Total reserves (includes gold, current US$)","External debt stocks, long-term (DOD, current US$)",Total debt service (% of GNI),"Debt service on external debt, total (TDS, current US$)","Net financial flows, bilateral (NFL, current US$)","Commercial banks and other lending (PPG + PNG) (NFL, current US$)",Adjusted net national income (current US$),"GNI, Atlas method (current US$)",Exports of goods and services (annual % growth),GDP growth (annual %),GNI growth (annual %),GDP (constant LCU),GNI (constant LCU),Gross national expenditure (constant LCU),Gross domestic income (constant LCU),"Industry (including construction), value added (constant LCU)","Manufacturing, value added (constant LCU)","Services, value added (constant LCU)",GDP (current LCU),GNI (current LCU),Exports of goods and services (current LCU),"Industry (including construction), value added (current LCU)","Services, value added (current LCU)",Gross savings (% of GDP),Gross savings (% of GNI),Exports of goods and services (% of GDP),Trade (% of GDP),Imports of goods and services (constant 2010 US$),Exports of goods and services (constant 2010 US$),GDP (current US$),GNI (current US$),Exports of goods and services (current US$),Imports of goods and services (current US$),"Services, value added (current US$)","Net ODA provided, total (% of GNI)",Net ODA received (% of central government expense),Net ODA received (% of GNI),Net official aid received (current US$),"GDP per capita, PPP (current international $)","GDP per capita, PPP (current international $)","GNI, PPP (current international $)","Households and NPISHs Final consumption expenditure, PPP (current international $)","Gross intake ratio in first grade of primary education, total (% of relevant age group)","Over-age students, primary (% of enrollment)","Persistence to grade 5, total (% of cohort)","Government expenditure on education, total (% of government expenditure)","Compulsory education, duration (years)","Adjusted net enrollment rate, primary (% of primary school age children)","Primary education, pupils",Aquaculture production (metric tons),Cereal production (metric tons),"Plant species (higher), threatened",Rural population,Urban population,Electricity production from coal sources (% of total),Access to electricity (% of population),GDP per unit of energy use (PPP $ per kg of oil equivalent),"Annual freshwater withdrawals, total (% of internal resources)",Arable land (hectares),Land area (sq. km),Urban land area (sq. km),Rural land area (sq. km),Total natural resources rents (% of GDP),"Depositors with commercial banks (per 1,000 adults)",Bank liquid reserves to bank assets ratio (%),"Claims on central government, etc. (% GDP)",Net domestic credit (current LCU),Net foreign assets (current LCU),"Listed domestic companies, total","Stocks traded, total value (current US$)",Consumer price index (2010 = 100),"Inflation, GDP deflator (annual %)",Deposit interest rate (%),Real interest rate (%),Broad money (% of GDP),"Domestic general government health expenditure per capita, PPP (current international $)",Current health expenditure (% of GDP),Current health expenditure per capita (current US$),"External health expenditure per capita, PPP (current international $)","Mortality rate, infant (per 1,000 live births)",Number of infant deaths,"Population, total","ICT service exports (BoP, current US$)","Patent applications, residents","Trademark applications, total",Rail lines (total route-km),Gini index (World Bank estimate),Multidimensional poverty headcount ratio (% of total population),Poverty headcount ratio at national poverty lines (% of population),Start-up procedures to register a business (number),Cost of business start-up procedures (% of GNI per capita),Profit tax (% of commercial profits),Merchandise exports to high-income economies (% of total merchandise exports),Fuel exports (% of merchandise exports),Ores and metals exports (% of merchandise exports),NaN,NaN,NaN,NaN,NaN,Merchandise imports (current US$),Food imports (% of merchandise imports),Fuel imports (% of merchandise imports),Ores and metals imports (% of merchandise imports),"Bound rate, simple mean, all products (%)","Share of tariff lines with international peaks, all products (%)","Binding coverage, all products (%)",Export value index (2000 = 100),"Armed forces personnel, total","Armed forces personnel, total",Military expenditure (% of GDP),"Central government debt, total (% of GDP)",Expense (% of GDP),Tax revenue (% of GDP),Taxes on goods and services (% of revenue),"Revenue, excluding grants (% of GDP)",Social contributions (current LCU),IDA resource allocation index (1=low to 6=high),"Employers, total (% of total employment) (modeled ILO estimate)","Labor force participation rate for ages 15-24, female (%) (national estimate)",Benefit incidence of social protection and labor programs to poorest quintile (% of total SPL benefits),"Unemployment, total (% of total labor force) (modeled ILO estimate)",Increase in poverty gap at $3.20 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (USD),Increase in poverty gap at $1.90 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (USD),Number of people pushed below the $3.20 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure
2010 [YR2010],-24341705.19,30214610,-90454090,174064611.1,1242888.889,19710605.19,26560000,76099741.29,235618826.2,3.422576829,16578439.9,18670512.8,-61000,418504633.5,476765949.7,NaN,0.672795629,NaN,1194360000,NaN,NaN,NaN,153340000,35260000,736450000,1333330000,1307838800,484062700,156100000,803920000,NaN,NaN,36.30479326,92.11289778,275594888.9,179282481.5,493825925.9,484384740.7,179282481.5,275594888.9,297745289.6,NaN,NaN,6.699220275,NaN,10017.62053,10017.62053,696454257.6,NaN,119.43867,NaN,93.76500702,NaN,12,NaN,8138,11,170,NaN,22614,48264,NaN,94.0019989,NaN,NaN,6000,750,251.302948,503.7093811,0.04915488,NaN,8.434261984,-3.002820157,681376498,472176611.4,NaN,NaN,100,0.296755951,3.260465021,9.131160775,82.82319622,297.8912048,5.1571188,359.221344,14.07778072,21.2,19,70878,15566451.85,NaN,NaN,NaN,NaN,NaN,NaN,5,22,25.9,63.29094747,0.052801916,6.703707794,NaN,NaN,NaN,NaN,NaN,224000000,22.47543847,17.29371158,0.379219282,58.73,44.7714,94.73,68.72380213,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.808333333,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2011 [YR2011],-14192972.59,15688807.41,-73851327.04,190955615.9,608970.3704,16492629.63,22610000,81120934.27,247580583.5,3.618394819,17747435.9,3805397.2,804000,406915737,490847257,NaN,-0.223550688,NaN,1191690000,NaN,NaN,NaN,153190000,33190000,737550000,1352770000,1324291000,531061400,173670000,798580000,NaN,NaN,39.25733125,94.34153626,NaN,NaN,501025925.9,490478148.1,196689407.4,275986148.1,295772528.1,NaN,NaN,4.982892842,NaN,10198.54896,10198.54896,708014383.2,NaN,112.94886,4.07963,89.73806,NaN,12,98.82664,8138,6,140,NaN,22417,48499,NaN,95.35892487,NaN,NaN,6000,750,NaN,NaN,0.0412283,NaN,10.29515188,-1.720296974,756724338.6,394832125.2,NaN,NaN,101.1312314,1.685321882,3.20236001,7.036470594,83.79288221,323.0364075,5.33450365,376.9500732,16.96946144,22.4,20,70916,15384522.22,NaN,NaN,NaN,NaN,NaN,NaN,5,21.8,26,54.95269924,NaN,NaN,NaN,NaN,NaN,NaN,NaN,226000000,NaN,NaN,NaN,58.73,36.75565,94.3,54.09405292,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.791666667,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2012 [YR2012],-23152398.15,8934248.148,-90658433.7,160266036.3,594080.7407,16809434.44,10710000,94562315.38,272670207.4,4.446562626,20798365.2,22979305.5,-229000,385309821.3,477413018.6,NaN,-1.059000243,NaN,1179070000,NaN,NaN,NaN,149340000,35050000,726730000,1312190000,1262898800,445665800,167360000,789290000,NaN,NaN,33.96351138,87.7201701,NaN,NaN,485996296.3,467740296.3,165061407.4,261255370.4,292335631.5,NaN,NaN,5.490226202,NaN,9945.288446,9945.288446,679255897.2,NaN,126.6147,5.40275,93.9019165,NaN,12,NaN,8144,6,200,NaN,22223,48742,NaN,96.76582336,NaN,10,6000,750,NaN,NaN,0.041332265,NaN,11.76656733,-0.431013615,807898282.5,480724003.1,NaN,NaN,102.5033511,-1.961543346,3.098115385,11.22470262,96.14722091,359.4444885,5.79509926,396.8137817,20.72160721,23.5,21,70965,15431417.04,NaN,NaN,NaN,NaN,NaN,NaN,5,15.3,26,61.11025527,0,12.24853237,NaN,NaN,NaN,NaN,NaN,208000000,24.9289613,22.13435766,0.581527298,58.73,35.83931,94.3,63.17349289,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.766666667,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2013 [YR2013],-17915757.41,4888888.889,-79421397.04,169648258.5,594080.7407,21281200.74,12610000,87050886.03,280436287.8,4.070493041,19712882.2,10168541.2,-1992000,395467054,481236095.3,NaN,-0.999940631,NaN,1167280000,NaN,NaN,NaN,146350000,36200000,721540000,1345400000,1307575800,471754800,165750000,795360000,NaN,NaN,35.06427828,87.07272187,NaN,NaN,498296296.3,484287333.3,174724000,259156148.1,298263573.7,NaN,NaN,4.146298807,NaN,10146.34798,10146.34798,700295621,NaN,111.56004,NaN,89.67458344,NaN,12,NaN,7851,6,200,NaN,22028,48988,NaN,98.21722412,NaN,NaN,6000,750,NaN,NaN,0.049193821,NaN,12.76634328,4.043843106,863055865.2,468125200.6,NaN,NaN,102.4557776,3.566486867,3.050412748,5.317814014,96.6272358,341.0817871,5.30803347,375.1051025,12.62611008,24.8,22,71016,15587737.41,NaN,NaN,NaN,NaN,NaN,NaN,5,16.6,26.1,58.56208745,NaN,NaN,NaN,NaN,NaN,NaN,NaN,203000000,NaN,NaN,NaN,58.73,41.08882,94.3,66.2397868,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.766666667,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2014 [YR2014],-16074253.17,39978490.43,-65884428.21,272781599.1,586672.2074,46311282.41,9510000,101447737.7,281789388.7,4.045073146,20369314.9,12006949.5,-2007000,413135512.6,499169986.3,NaN,4.447947365,NaN,1219200000,NaN,NaN,NaN,149330000,33740000,758280000,1404560000,1359608300,480578000,175510000,829100000,NaN,NaN,34.21555505,85.05662271,NaN,NaN,520207407.4,503558629.6,177991851.9,264479000,310532281.5,NaN,NaN,3.23497602,NaN,10910.29745,10910.29745,750737430.5,NaN,120.96413,5.09422,83.6187973,NaN,12,NaN,7695,6,197,NaN,21837,49248,NaN,99.704216,NaN,NaN,6000,750,NaN,NaN,0.065145184,NaN,13.37074097,4.464001424,850167578.4,559598530.9,NaN,NaN,103.2746558,-0.048581206,2.874717528,8.989581595,97.15701406,355.0935974,5.22792864,385.1565857,12.85241413,26.1,23,71085,11317257.23,NaN,NaN,NaN,NaN,NaN,NaN,5,15.7,26.1,64.26680258,NaN,NaN,NaN,NaN,NaN,NaN,NaN,230000000,NaN,NaN,NaN,NaN,NaN,NaN,67.19453703,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.74167,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015 [YR2015],-22561848.77,55214280.03,-71048395.14,255900367.1,672686.2852,51868668.14,5750000,126225919.3,285163451.7,4.484870055,23274593.6,3505548,-2006000,407176675.3,489270328.9,NaN,-2.691108924,NaN,1186390000,NaN,NaN,NaN,138820000,30530000,749310000,1459990000,1401186700,695451500,182990000,856500000,NaN,NaN,47.63399064,108.5884492,NaN,NaN,540737037,518958037,257574629.6,329603333.3,318662553.7,NaN,NaN,2.256444491,NaN,11139.94898,11139.94898,761036724,NaN,121.41256,4.79098,77.99568939,10.52210045,12,NaN,7535,6,190,NaN,21655,49528,NaN,99.81463623,NaN,NaN,6000,750,NaN,NaN,0.047467708,NaN,16.19148295,-3.295502024,749606000,686164252.4,NaN,NaN,102.4031963,6.821103882,2.450916667,1.729585932,96.75922438,353.1532898,5.1857729,393.936554,10.99312973,27.3,25,71183,11442427.23,NaN,NaN,NaN,NaN,NaN,NaN,5,15,26.1,61.3020243,NaN,NaN,NaN,NaN,NaN,NaN,NaN,214000000,NaN,NaN,NaN,58.73,51.20538,94.3,56.38210912,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.675,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2016 [YR2016],-40279912.68,146956894.6,-72146970.64,257177702.1,674278.8778,36378768.59,14590000,221907763.5,267117680.4,4.81009592,26986248.6,-7336407,-2006000,442945792.5,523620783.6,NaN,2.556494913,NaN,1216720000,NaN,NaN,NaN,150390000,24250000,751910000,1555820000,1514790400,718468400,186570000,884760000,NaN,NaN,46.17940379,102.5005592,NaN,NaN,576229629.6,561033481.5,266099407.4,324539185.2,335419108.9,NaN,NaN,1.527538013,NaN,11949.53406,11949.53406,829614494,NaN,113.97727,6.66394,NaN,NaN,12,97.98016,7323,6,190,NaN,21478,49829,NaN,99.98151398,NaN,NaN,6000,750,NaN,NaN,0.060234395,NaN,29.82640757,-18.81239475,528692000,1027797796,NaN,NaN,102.5484207,3.907357284,1.905,4.205806817,96.35304855,374.2919617,5.15253305,415.8875122,10.78780365,28.4,26,71307,11943422.63,NaN,264,NaN,NaN,NaN,NaN,5,15.7,24.4,71.77603433,NaN,NaN,NaN,NaN,NaN,NaN,NaN,214000000,NaN,NaN,NaN,58.73,39.23952,94.3,33.10216376,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.60833,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2017 [YR2017],-24063833.42,462151210.3,-108880897.4,213188378.9,652481.8407,54131282.38,18570000,212292574.6,264476043.5,5.675479084,28844022.8,-7517490.7,-2179000,377042226.1,504470332.5,NaN,-6.79942797,NaN,1133990000,NaN,NaN,NaN,129580000,19680000,731540000,1403560000,1372198900,593974400,155920000,850360000,NaN,NaN,42.31913135,104.4753555,NaN,NaN,519837037,508221814.8,219990518.5,323111074.1,326325703.7,NaN,NaN,3.781813128,NaN,11304.35971,11304.35971,789737770.6,NaN,NaN,NaN,NaN,NaN,12,NaN,NaN,0,191,NaN,21308,50150,NaN,100,NaN,10,6000,750,NaN,NaN,0.056095081,NaN,20.74375486,-22.39821195,492055656.4,1349996844,NaN,NaN,102.8522234,-3.204970871,1.755,11.6534609,125.1831058,402.7085571,5.44028521,398.7094116,9.47831631,29.4,28,71458,11674528.24,NaN,162,NaN,NaN,NaN,NaN,5,15.5,21.8,75.54165649,NaN,NaN,NaN,NaN,NaN,NaN,NaN,198000000,NaN,NaN,NaN,58.73,35.77573,94.3,21.89143491,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.566666667,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2018 [YR2018],-13321071.31,123151110,-269475096,161953936.4,661571.4004,43061581.76,28660000,191323608.3,247802271.4,5.213674783,28790476,-7423778.5,-2042000,398774591.6,552110753.9,NaN,2.29808023,NaN,1160050000,NaN,NaN,NaN,172410000,17400000,677940000,1487900000,1490969200,439743200,235100000,794510000,NaN,NaN,29.55462061,108.1339606,NaN,NaN,551074074.1,552210814.8,162867851.9,433030370.4,NaN,NaN,NaN,4.8785717,NaN,11818.22608,11818.22608,848226539.7,NaN,NaN,NaN,NaN,NaN,12,NaN,NaN,0,191,12,21142,50483,NaN,100,NaN,NaN,6000,750,NaN,NaN,0.03452125,NaN,16.9617464,-2.583212432,754683382.2,1127394065,NaN,NaN,103.8696284,3.627561175,1.634792833,4.038171597,119.9365814,460.3225098,6.59153605,490.8182983,13.45140171,30.3,29,71625,NaN,NaN,178,NaN,NaN,NaN,NaN,5,14.7,21.8,62.38708613,NaN,NaN,NaN,NaN,NaN,NaN,NaN,302000000,NaN,NaN,NaN,NaN,NaN,NaN,18.95391414,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.566666667,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2019 [YR2019],NaN,NaN,NaN,NaN,NaN,NaN,38080000,166809123.8,250663619.5,4.681635561,26842006.1,-7148415.1,-2662000,NaN,568754027,NaN,3.556743244,NaN,1201310000,NaN,NaN,NaN,178810000,18790000,709000000,1572490000,1548036269,593473900,241180000,837900000,NaN,NaN,37.74102856,108.7181858,NaN,NaN,582403703.7,573346766.3,219805148.1,413373592.6,NaN,NaN,NaN,8.963161983,NaN,12444.44114,12444.44114,879713928.2,NaN,NaN,NaN,NaN,9.431170464,12,NaN,6144,NaN,NaN,NaN,20978,50830,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.16511803,3.134547755,795977450,824388829.6,NaN,NaN,105.4324753,2.05534723,1.768154167,5.374155873,100.1115231,NaN,NaN,NaN,NaN,30.9,30,71808,NaN,NaN,151,NaN,NaN,NaN,NaN,5,15.2,21.8,74.4099141,NaN,NaN,NaN,NaN,NaN,NaN,NaN,294000000,NaN,NaN,NaN,NaN,NaN,NaN,33.89719797,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.65,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2020 [YR2020],NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
