,"Foreign direct investment, net (BoP, current US$)","Net capital account (BoP, current US$)","Net trade in goods and services (BoP, current US$)","Exports of goods and services (BoP, current US$)","Charges for the use of intellectual property, payments (BoP, current US$)","Net secondary income (BoP, current US$)","Grants, excluding technical cooperation (BoP, current US$)","Total reserves (includes gold, current US$)","External debt stocks, long-term (DOD, current US$)",Total debt service (% of GNI),"Debt service on external debt, total (TDS, current US$)","Net financial flows, bilateral (NFL, current US$)","Commercial banks and other lending (PPG + PNG) (NFL, current US$)",Adjusted net national income (current US$),"GNI, Atlas method (current US$)",Exports of goods and services (annual % growth),GDP growth (annual %),GNI growth (annual %),GDP (constant LCU),GNI (constant LCU),Gross national expenditure (constant LCU),Gross domestic income (constant LCU),"Industry (including construction), value added (constant LCU)","Manufacturing, value added (constant LCU)","Services, value added (constant LCU)",GDP (current LCU),GNI (current LCU),Exports of goods and services (current LCU),"Industry (including construction), value added (current LCU)","Services, value added (current LCU)",Gross savings (% of GDP),Gross savings (% of GNI),Exports of goods and services (% of GDP),Trade (% of GDP),Imports of goods and services (constant 2010 US$),Exports of goods and services (constant 2010 US$),GDP (current US$),GNI (current US$),Exports of goods and services (current US$),Imports of goods and services (current US$),"Services, value added (current US$)","Net ODA provided, total (% of GNI)",Net ODA received (% of central government expense),Net ODA received (% of GNI),Net official aid received (current US$),"GDP per capita, PPP (current international $)","GDP per capita, PPP (current international $)","GNI, PPP (current international $)","Households and NPISHs Final consumption expenditure, PPP (current international $)","Gross intake ratio in first grade of primary education, total (% of relevant age group)","Over-age students, primary (% of enrollment)","Persistence to grade 5, total (% of cohort)","Government expenditure on education, total (% of government expenditure)","Compulsory education, duration (years)","Adjusted net enrollment rate, primary (% of primary school age children)","Primary education, pupils",Aquaculture production (metric tons),Cereal production (metric tons),"Plant species (higher), threatened",Rural population,Urban population,Electricity production from coal sources (% of total),Access to electricity (% of population),GDP per unit of energy use (PPP $ per kg of oil equivalent),"Annual freshwater withdrawals, total (% of internal resources)",Arable land (hectares),Land area (sq. km),Urban land area (sq. km),Rural land area (sq. km),Total natural resources rents (% of GDP),"Depositors with commercial banks (per 1,000 adults)",Bank liquid reserves to bank assets ratio (%),"Claims on central government, etc. (% GDP)",Net domestic credit (current LCU),Net foreign assets (current LCU),"Listed domestic companies, total","Stocks traded, total value (current US$)",Consumer price index (2010 = 100),"Inflation, GDP deflator (annual %)",Deposit interest rate (%),Real interest rate (%),Broad money (% of GDP),"Domestic general government health expenditure per capita, PPP (current international $)",Current health expenditure (% of GDP),Current health expenditure per capita (current US$),"External health expenditure per capita, PPP (current international $)","Mortality rate, infant (per 1,000 live births)",Number of infant deaths,"Population, total","ICT service exports (BoP, current US$)","Patent applications, residents","Trademark applications, total",Rail lines (total route-km),Gini index (World Bank estimate),Multidimensional poverty headcount ratio (% of total population),Poverty headcount ratio at national poverty lines (% of population),Start-up procedures to register a business (number),Cost of business start-up procedures (% of GNI per capita),Profit tax (% of commercial profits),Merchandise exports to high-income economies (% of total merchandise exports),Fuel exports (% of merchandise exports),Ores and metals exports (% of merchandise exports),,,,,,Merchandise imports (current US$),Food imports (% of merchandise imports),Fuel imports (% of merchandise imports),Ores and metals imports (% of merchandise imports),"Bound rate, simple mean, all products (%)","Share of tariff lines with international peaks, all products (%)","Binding coverage, all products (%)",Export value index (2000 = 100),"Armed forces personnel, total","Armed forces personnel, total",Military expenditure (% of GDP),"Central government debt, total (% of GDP)",Expense (% of GDP),Tax revenue (% of GDP),Taxes on goods and services (% of revenue),"Revenue, excluding grants (% of GDP)",Social contributions (current LCU),IDA resource allocation index (1=low to 6=high),"Employers, total (% of total employment) (modeled ILO estimate)","Labor force participation rate for ages 15-24, female (%) (national estimate)",Benefit incidence of social protection and labor programs to poorest quintile (% of total SPL benefits),"Unemployment, total (% of total labor force) (modeled ILO estimate)",Increase in poverty gap at $3.20 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (USD),Increase in poverty gap at $1.90 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (USD),Number of people pushed below the $3.20 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure
2000 [YR2000],-966944559.019883,5976272.96737415,-981083212.222776,7614664991.56623,60522820.7518728,1046384899.18127,45880000.0,3524350092.11558,,,,,,17766892131.3812,23282897057.670807,13.684909979480778,2.8617468429520443,3.1297603440131923,267286063160.041,262589047787.5924,263367341721.5794,255720490368.40845,67796624662.196205,41710136516.2483,144503966634.984,179077044072.769,175738360452.265,63225601419.3402,43692621681.6855,95250832233.8178,18.645627899181523,18.999858200982473,35.3063686899188,75.15100241944505,15038525897.837957,15205182362.97202,21633671680.8738,21230336983.976833,7638063884.815855,8619857243.492407,11651470891.672808,,,0.30856788653742445,,10587.42602968879,10587.42602968879,46425817570.3714,26410899157.39602,95.55974,1.2879,,,8.0,93.90671,199084.0,6876.0,2310525.0,,2080978.0,2387324.0,13.770753795613958,100.0,5.641194293117208,,842000.0,55910.0,5302.795898,51019.57031,1.10338734115342,,,6.236198535565497,72051500000.0,29013531995.6432,63.0,189230000.0,75.8142448103077,4.361281668918011,3.74166666666667,7.389763273396231,40.531660758542294,689.70922852,7.70187807,371.06213379,0.0,7.2,328.0,4468302.0,136556103.433946,337.0,7031.0,2726.0,,,,,,,74.6231633113153,10.962698342150917,3.0221789454866332,,,,,,7887000000.0,8.277969127820285,14.512213136005553,2.312527652704461,6.1,5.60611,100.0,100.0,101000.0,101000.0,3.0300557771282097,,,22.353236958576204,,,23950812000.0,,5.1100001335144,,,16.0599994659424,,,
2001 [YR2001],-909116260.106983,135556874.393949,-1193518726.62775,8642305360.1856,62512938.9162209,1158808902.37548,67050000.0,4703235109.76278,,,,,,18521240193.4577,22751498641.928505,9.934126058660596,2.957710083431266,2.72970627442119,275191610001.732,269756957500.9932,273643352254.4826,263141311712.5921,68816496649.5102,42303334774.0225,150439148675.236,192312383033.874,188293037646.514,71999152233.047,46172490062.9374,103626118027.79,19.13893285126831,19.547476801890387,37.43864596611287,80.11253293388918,16825875477.573736,16715684346.358887,23054778851.27868,22572931985.41061,8631397032.400488,9838370267.665459,12540187592.159683,,1.1123480913950243,0.4967453821501351,,11550.988050374075,11550.988050374075,48627108211.27508,28334192772.79059,98.32583,1.21551,,,8.0,96.16543,195638.0,10468.0,2826686.0,,1993228.0,2306414.0,12.825933756166313,100.0,5.705468168739769,,853000.0,55910.0,,,1.07875691921689,,19.991946299374845,7.255388334906292,87634913468.52,48776686757.9337,63.0,115900000.0,78.6775232641374,4.305799823828352,3.22916666666667,5.026917824027355,55.1557571584751,687.62701416,7.19601297,388.32489014,0.0,6.9,307.0,4299642.0,194656170.089533,362.0,6567.0,2726.0,,,,,,,72.79106824103697,10.21517781217354,2.6622910366521295,,,,,,9147000000.0,8.82356707513751,12.85231030650675,2.2501272260270326,6.32,6.488461,100.0,105.289286,68300.0,68300.0,2.70277377254542,,43.72402529336289,21.442758053045644,40.064147604122326,42.350191763602815,24766040000.0,,5.03999996185303,,,15.8199996948242,,,
2002 [YR2002],-411785207.82629,479323658.937286,-2488612765.41251,9855241868.36963,77182623.8630619,1285001789.89972,61850000.0,5884888203.90455,,,,,,21900766645.8151,24113000418.045444,4.821896236800967,5.678156709567816,6.052340325366103,290817420869.213,286083566620.3065,303346417858.504,279807767401.7513,71766209856.7948,43157625584.39841,158447478347.419,211071049356.177,207463819421.38,76434152711.3914,49424905757.9707,114850861424.179,18.292512403420425,18.61056929887476,36.212523197537486,81.93892126165399,19884722653.219864,17521697300.811493,26813968850.519184,26355714857.83122,9710014690.174738,12261062133.376606,14633802126.605434,,1.1493456665911461,0.4955282253128114,,12646.82768759043,12646.82768759043,53478999332.66349,31778013161.336502,103.86911,1.24289,,7.55611991882324,8.0,98.28153,193179.0,9095.0,3077664.0,,1987174.0,2315000.0,16.599763872491145,100.0,6.075537152009511,1.5212201591511936,858000.0,55910.0,,,0.943902355443385,,21.47547409036317,7.794068618008016,112544199896.58,32570336299.479,67.0,160170000.0,79.9928418038654,3.857099689292241,1.88916666666667,8.649288625988756,55.02497140529382,619.56237793,6.20467758,386.4440918,0.0,6.6,287.0,4302174.0,198920187.612023,328.0,6062.0,2726.0,,,,,,,72.24833450100836,9.34895999478269,2.5943108217521367,,,,,,10711000000.0,8.90901764248842,12.21740420305918,1.963060708166333,6.24,8.094247,100.0,110.6503295,61000.0,61000.0,2.73063333651169,,42.377119587377635,21.867030149698394,43.4423211310918,41.08949439752331,25200023000.0,,5.51000022888184,35.5900001525879,,15.0500001907349,,,
2003 [YR2003],-1704994151.91954,116584009.574268,-3645351298.41863,12493279037.2747,130643616.00895,1601023922.30223,62680000.0,8190523097.99716,,,,,,27691844125.9607,28696499828.070274,6.776330094430676,5.63579851801137,3.9210607386952887,307207304764.679,297301077030.91455,325737630448.551,297717276939.65356,77413151619.1796,44985689385.4401,167998667217.40002,232547768326.86002,224735219843.78497,83464786167.61171,55733326693.519394,128964125114.655,18.916256708457198,19.57384910877541,35.89145867454505,82.25185421990602,22213631995.713802,18709025348.06143,34682900712.66542,33517712823.308758,12448198976.4198,16079129956.996515,19132832334.079044,,0.8732135379589173,0.35921305895953287,,13549.79445923447,13549.79445923447,56351215069.56989,33188511407.602173,104.65001,1.02498,,7.75087022781372,8.0,99.73383,192004.0,9505.0,2015938.0,,1980467.0,2322932.0,18.223165554881746,100.0,6.069354681599236,,864000.0,55910.0,,,0.776348173473856,,21.828366068020337,6.99467870327063,126397161179.38,35174990945.9205,157.0,246530000.0,81.4065855404438,4.297137058372087,1.52666666666667,6.979606356999489,55.42652133577256,700.23547363,6.35693502,512.15209961,0.0,6.3,270.0,4303399.0,272827727.505377,387.0,6931.0,2726.0,,,,11.0,16.3,,74.96422829511256,9.623077381951065,2.2702688147339636,,,,,,14209000000.0,8.435962089615883,10.94192580054529,1.6854211181346401,6.24,8.349668,100.0,139.6026266,30800.0,30800.0,2.04629888221727,,39.754895807065814,21.308884345150876,45.31688602626861,38.85444124021881,27424608000.0,,4.98999977111816,33.6199989318848,,13.9200000762939,,,
2004 [YR2004],-931121030.268974,38851148.8967178,-3598621897.4038,15343799373.3686,145414969.5114,1750630394.70057,61660000.0,8758177307.55765,,,,,,33637595317.3451,36669346113.42919,7.298261955474118,4.154576856386782,5.802938532581734,319970468349.562,314553275787.722,337629318210.04895,312721343875.5032,81868462151.2073,46516621994.707,172439498769.801,250952964745.711,246579895382.621,92613165231.828,62743811645.1868,136962266864.56,20.758938720501035,21.127096387159224,36.904590996034784,82.41670612589759,23367659885.246082,20074459027.279007,41587470546.79457,40862773416.71333,15347685910.890968,18927337474.85493,22692296571.26759,,0.734781407538437,0.2928337791510909,,14533.254164791517,14533.254164791517,61469687227.33523,35079506015.067604,,,,7.83661985397339,8.0,,,10917.0,3067104.0,,1973788.0,2330812.0,15.391811182269555,100.0,6.51451575116754,,847000.0,55960.0,,,0.723556292694845,,19.807797758599207,6.356489200027523,142559714829.63,30930282195.6331,166.0,464980000.0,83.0798138869004,3.6100291294770557,1.87333333333333,7.851753611313075,56.14934807416666,761.93640137,6.56943607,634.62030029,0.0,6.1,255.0,4304600.0,252181456.439747,385.0,7522.0,2726.0,,,,11.0,13.7,,71.58913043454127,11.326218819027156,3.4040915385402846,,,,,,16612000000.0,8.36717766970066,11.976959368373983,2.1138211716546866,6.09,5.721504,100.0,181.0668833,30000.0,30000.0,1.76014374945944,,39.15870732970869,20.533082385463494,45.36734561531101,37.765205163458724,29477597000.0,,4.88000011444092,34.6599998474121,,13.6599998474121,0.0129822269082069,0.0,
2005 [YR2005],-1573751067.03737,63536383.2815059,-4026839892.96346,16611439262.1515,192496176.94193,1728587677.93229,80430000.0,8800316451.1043,,,,,,37400120548.5014,43767997394.28124,4.57555614818834,4.308493378716477,3.617934613848959,333756374792.251,325933607631.4418,353025731376.6256,326346092226.3769,85388433743.773,47632421032.6189,180566438950.84302,269957000575.18,263449326717.37503,99173295660.8571,65951889928.28351,150599110515.898,19.60787768739686,20.092227655655464,36.73670082626305,82.26043730415086,24590514571.77181,20992977171.51722,45376744001.80439,44282877015.34477,16669918688.642143,20657189361.627193,25349404726.685944,,0.7056754137994411,0.2787985049880386,,15300.612489150197,15300.612489150197,64358097257.736046,36550640787.64032,101.22866,1.08024,,,8.0,98.94433,196253.0,12127.0,3039957.0,,1969090.0,2341055.0,17.829516734318755,100.0,6.765740544049712,,873000.0,55960.0,,,0.77173485150778,,22.667525931012108,7.890992800843315,169803817832.07,22663504302.5118,177.0,756920000.0,85.8357193987115,3.129423692671665,1.71416666666667,7.817063923501686,57.704441541906895,898.13409424,6.90637589,727.13104248,0.0,5.8,244.0,4310145.0,319648740.254194,363.0,7810.0,2726.0,,,,11.0,12.7,0.0,71.06331469756631,13.89290405208583,3.775341546530812,,,,,,18599000000.0,8.313900392655002,15.118617017677444,2.299903439478721,6.27,4.780674,100.0,197.9646177,31000.0,31000.0,1.7623284372191899,,38.55564322400814,20.567255852488085,45.339896372024505,37.550467957495904,31438138000.0,,5.01999998092651,32.9000015258789,,12.6000003814697,,,
2006 [YR2006],-3077969935.26508,-160395625.624648,-4228998809.10357,19245843196.6575,174577803.989854,1624705303.94313,146730000.0,11487840810.6564,,,,,,41333381158.2061,48744645794.29523,7.948204245482302,4.993287632309816,4.799233029287265,350421790576.79803,341575920982.4375,370808251436.9638,344236941071.3051,89606702683.7557,49431123513.698006,188500757625.644,294359499150.731,286737551765.321,111641084051.608,70916051656.0357,164426939656.31,21.280478738675296,21.846148244758233,37.926781494637815,84.39529520983766,26621331681.41697,22661541874.316883,50423077102.07638,49117455772.405266,19123850275.37726,23430854498.80415,28240812245.107784,,1.0187522167742702,0.4000817864373942,,17421.007077856397,17421.007077856397,73160019924.24254,38888319958.53406,95.37218,1.06189,,,8.0,98.92718,194748.0,15497.0,3035940.0,,1962310.0,2348849.0,17.464984910624466,100.0,7.748248289484826,,881000.0,55960.0,,,1.04476434661455,,21.712469884083603,6.4670599748208355,201952764363.53,27229120971.6721,182.0,1876170000.0,88.5737294201861,3.853688634327824,1.715,5.854047919676817,62.47483811197853,1029.30383301,6.97705221,816.01702881,0.0,5.5,234.0,4311159.0,336725624.630482,317.0,8434.0,2722.0,,,,9.0,11.5,0.0,72.62749534558888,15.107199545593813,4.382165967134584,,,,,,21477000000.0,8.255557240530125,15.886515649990296,2.6430062054199004,6.23,6.039214,100.0,234.1592201,21000.0,21000.0,1.68580508013674,,38.25487009078584,20.901139313494856,45.42854449908699,37.452706407666206,34145916000.0,,5.07000017166138,31.6200008392334,,11.1300001144409,,,
2007 [YR2007],-4266112258.20822,39846898.688702,-5055607239.77181,22860989538.8186,213320601.184826,1695616305.85305,135390000.0,13674518992.7939,,,,,,49516509234.0692,54610832290.681465,5.00456575326227,5.067625134572552,5.339595205679544,368179853313.08704,359814692482.9715,391259180827.4817,363352087101.56104,93569983297.39711,52787294412.0075,199835584225.41498,322266041636.369,314795355339.81604,122103298297.084,76311165680.3813,183871372954.263,21.139631296172706,21.64131453628284,37.888974487377126,84.20463937287074,28233711221.29392,23795653638.120132,60073426976.50687,58680820652.17449,22761205420.82181,27823407123.670643,34292293763.400764,,0.7264428217740264,0.277620527203844,,19318.721117999088,19318.721117999088,81337586166.04865,42048883546.133156,91.204,0.94707,,8.73112010955811,8.0,98.86815,190693.0,14045.0,2536186.0,,1954640.0,2355577.0,19.314467915504185,100.0,8.261344128324518,1.7267146647214853,852000.0,55960.0,,,0.998261171049662,,19.517062143286118,5.479925221574138,228059050058.87,48919579114.0575,359.0,4386100000.0,91.1417322834646,4.199965094608444,2.33583333333333,4.924059460160381,67.50619454237547,1247.5,7.46290779,1041.03442383,0.0,5.3,226.0,4310217.0,403976413.390524,344.0,8774.0,2722.0,,,,8.0,10.1,0.0,70.57267772087337,12.934318335007477,4.587558872338674,,,,,,25617000000.0,7.958333456866367,15.211403855836824,2.6072526360461192,6.16,5.870751,100.0,279.0030689,21000.0,21000.0,1.6284306152931902,,37.33050878992249,20.75650529616679,43.94610602717945,37.66210097213751,38163745000.0,,5.34000015258789,31.4699993133545,,9.90999984741211,,,
2008 [YR2008],-3855003767.66922,27655935.4412543,-7067849448.62635,25901330641.8671,258616774.40675,1880738713.33774,169550000.0,12957286637.2186,,,,,,57068826225.8148,61426147443.763016,-2.114193465045986,1.8934529000881497,0.9112593705953742,375151165423.184,363093537585.00146,406697417856.77,372057039795.54694,95448556696.2184,52919668778.5419,202678648121.626,346609684000.346,335281350738.553,126215778013.06,81804602004.1494,197505582809.479,19.904908518065444,20.577446482796987,36.41438304791681,83.06766439085342,29318766816.83192,23292567483.938015,70234425974.0453,67938936203.817406,25575432905.694427,32766664349.267906,40406626190.95885,,0.9220580929650375,0.3548186224691713,,20768.81211151032,20768.81211151032,86582058328.86562,46449148793.346596,90.79557,1.14868,,9.42539978027344,8.0,97.20316,182296.0,13878.0,3726750.0,,1947168.0,2362537.0,19.52116422815116,100.0,9.108845754088218,,860700.0,55960.0,,,1.12770816684931,,14.362487484913222,6.883961829011154,256936992200.42,39769576654.5522,356.0,3215960000.0,96.6803865425913,5.555257150500097,2.82,4.276347420319104,65.49955129203585,1344.9152832,7.725914,1258.87243652,0.0,5.0,217.0,4309705.0,462577002.16541,330.0,9312.0,2723.0,,,,8.0,10.1,0.0,68.39526537301785,12.897268987916588,4.29179261932432,,,,,,30728000000.0,8.190360228097363,17.57137428480285,2.7378424418916363,5.93,4.742306,100.0,318.4335229,22000.0,22000.0,1.83913795179341,,37.22346747815367,20.546851195285388,44.62753654752689,36.97342541643241,41133329000.0,,5.30999994277954,29.8700008392334,14.9307439989627,8.52999973297119,0.00171324703842402,0.0,
2009 [YR2009],-1694947241.51166,86875093.9589029,-3409457894.69464,20607282846.5654,212636457.421672,1665120172.90702,133960000.00000001,14894514532.2478,,,,,,49824639745.9855,60731190833.3269,-13.821703392824716,-7.323537319347523,-7.802096277463292,347676829819.44995,334764630205.3723,364634263625.9291,346240496073.0123,85323439055.1111,46266308093.9515,192673072729.336,330775542159.497,318404726336.95996,108042909968.974,77955192144.6138,191195195418.327,18.461429003228265,19.178701452815236,32.66351232125762,70.94119589240213,23354500243.255043,20073137893.73457,62600093958.95375,60258886299.572716,20447389403.401707,23961865880.847473,36407433188.71606,,0.6749442645326759,0.28017444761877736,,20009.627897467813,20009.627897467813,82923293569.43501,44115283751.755226,90.24266,1.24001,,9.07876968383789,8.0,91.49942,174192.0,14228.5498046875,3442567.0,,1937891.0,2367290.0,12.400897531787585,100.0,9.066014448912467,,868300.0,55960.0,,,0.992228223298238,,16.298591801604445,7.355267230860911,256088844319.53,41830703099.778,271.0,1461890000.0,98.9799570508232,2.9729722303212895,3.20333333333333,8.333443475975145,68.23414600648393,1352.89196777,8.17594814,1187.54528809,0.0,4.8,209.0,4305181.0,417890807.627836,250.0,7140.0,2722.0,32.6,,20.6,8.0,8.1,0.0,69.1591692869115,13.014481512987688,3.627996732746333,,,,,,21123000000.0,10.128611226901688,16.917283554509403,1.9138628186460918,5.9,4.646175,100.0,236.3435328,21600.0,21600.0,1.80045046868212,,39.95827476756663,19.66654081353828,42.87625756279094,36.73489134254338,40224856000.0,,4.90999984741211,29.9500007629395,,9.19999980926514,0.0110336393117905,0.0,
2010 [YR2010],-1098855797.19588,77002751.9329681,-1141232642.89112,21499943044.3668,224741363.125468,1693666202.3211,107320000.0,14132506400.1205,,,,,,47646817568.2299,60521170252.442635,7.783554359441155,-1.3165629798422458,-0.9882454053029193,343099445388.558,331456334128.7884,348099725470.8342,342470056789.7366,78218148107.65639,43828990055.4098,195429880945.289,329431522686.57,318227218774.235,118952436105.804,73245770731.5964,194032198559.279,18.85136412224665,19.51509242808207,36.10839519415953,73.90119732019652,22644809722.246502,21635541493.33898,59918313669.167145,57880430376.18701,21635541493.33898,22644809722.246502,35100292215.351036,,0.5277888497360093,0.22727889581463773,,19814.60197096175,19814.60197096175,82217423903.42935,44717919544.45386,91.77514,1.46729,,8.83677959442139,8.0,94.75687,167452.0,13990.509765625,3014507.0,,1926284.0,2369143.0,16.119221411192214,100.0,9.066612953017835,,904400.0,55960.0,5302.795898,51019.57031,1.05509891555113,1484.91,15.039921937778283,12.662744574725728,297654766862.64,39823064263.0272,240.0,1049849999.9999999,100.0,0.922383017667272,1.7575,9.367875952101112,77.16497488351112,1333.4083252,8.10364056,1126.37365723,0.0,4.7,200.0,4295427.0,391648713.512101,257.0,7524.0,2722.0,32.4,31.1,20.9,8.0,8.4,0.0,69.5090069321461,12.467321810823991,4.507854107047485,,,,,,20067000000.0,10.379409528649534,18.8433617257011,2.431324583788568,5.88,5.3808,100.0,266.3976672,21600.0,21600.0,1.69692127126138,,41.59786770933278,19.74489674501685,45.27692394311979,35.97709412670961,39396265000.0,,4.73000001907349,30.75,13.1274824536173,11.6199998855591,0.0,0.0,
2011 [YR2011],-1309375114.61811,46695721.5761528,-974761970.060884,24373439362.4847,262289982.510939,1969560520.18247,260000.0,14483805261.8585,,,,,,49933099864.1628,60080283862.44767,2.3036051699928777,-0.1983692634962324,-0.06101626356183942,342418841545.681,331254091858.36395,348042786029.2522,342368599446.7019,76665958294.5823,44022707991.2481,197708217432.44098,334194132072.57,323289477718.057,129517327654.759,74926250890.4397,197923984046.154,18.109126010204324,18.71995244723367,38.75511722828048,79.22798093566804,23219739610.620052,22133938945.735493,62537851352.4904,60497260008.64018,24236617603.705444,25310859343.422062,36772402552.44297,,,,280000.001192093,20804.388883431053,20804.388883431053,86149863146.88603,47243189348.72725,95.01471,1.09566,,8.5505895614624,8.0,96.97216,162186.0,12846.0,2835284.0,,1912496.0,2368126.0,22.963358235503378,100.0,9.719696170257,,896700.0,55960.0,,,1.39152060751837,1488.19,16.638431882031394,8.761195283785533,295701409555.06,28873199262.7627,233.0,926790000.0,102.272727272727,1.6473425069200403,1.6975,7.9065757761443525,77.24440523929478,1321.96606445,7.79134035,1132.49890137,0.0,4.5,192.0,4280622.0,508684587.151763,230.0,7044.0,2722.0,32.3,32.6,20.4,8.0,8.4,0.0,68.68193677361059,12.07659739607561,5.167688187449646,,,,,,22663000000.0,10.943771665077788,21.795942818177878,2.658399280865646,5.83,4.865139,100.0,300.9831186,21600.0,21600.0,1.7731844262190801,,42.07495300051115,19.17651414240978,45.00662858892627,35.179103615879924,39751274000.0,,4.55000019073486,26.9099998474121,12.8967356365973,13.6800003051758,,,
2012 [YR2012],-1552272121.58887,63663921.5307667,143883797.617266,23394126201.2966,307359863.576621,1566310277.10808,,14807134321.34,,,,,,45430186602.6488,57347445203.21346,-1.4568901543087094,-2.3917742692407984,-2.5120558812475053,334228955800.559,322932803961.9629,338608781372.17737,333398053773.7858,71114109623.569,41758657641.999504,195465594246.82898,331014306966.847,319792613856.89197,130670014698.442,72880440593.2466,194624381244.946,16.566631338960995,17.147963254384084,39.475639556428405,80.57130888185351,22672039215.497498,21811471768.474373,56580819623.8529,54662677173.918884,22335640412.78508,23252266534.233818,33016058458.54059,,,,,21168.851230924764,21168.851230924764,87276714050.42241,48334318412.72122,101.99839,1.12101,,,8.0,98.57631,159945.0,10440.361328125,2694564.0,,1898807.0,2368751.0,21.127159444916455,100.0,10.475727458903593,1.7533156498673739,906400.0,55960.0,,,1.31113330086715,1400.8,25.416097987852055,16.740420940868866,323230784828.23,41915549450.0564,211.0,542700000.0,105.762347888332,1.4755763174342036,1.88166666666667,7.8888509988425355,69.76845188441972,1359.20117188,7.7956953,1029.97119141,0.0,4.4,184.0,4267558.0,470576832.00108,217.0,6852.0,2723.0,32.5,32.6,19.5,8.0,7.1,0.0,65.03054359274182,13.671855744394449,5.194590837825807,,,,,,20832000000.0,11.769570137079274,23.15674034137767,2.6191201461907756,6.02,4.976868,100.0,279.1503069,19550.0,19550.0,1.6893828307869199,,40.934241254282384,19.731634441571625,45.734171044276145,36.77382863460087,38599164000.0,,4.51000022888184,25.3299999237061,,15.9399995803833,,,
2013 [YR2013],-1096770177.95506,78432590.8870111,228731222.069558,24868347467.4893,281039802.563607,1510148120.75806,,17766773440.2298,,,,,,47717322736.8771,57792372094.04941,2.48094721871756,-0.4470921769972733,0.9679949541736335,332734644285.91504,326058777209.68616,338201088111.2161,331641457726.5211,70032231776.0675,40720269633.2209,193850252597.92,331990192534.401,325304223748.826,133897848859.61699,71158184368.3199,193852923186.424,17.947056117361644,18.315921469341497,40.33186879330552,82.68869219020687,23396264486.878613,22352602870.675705,58194069434.14229,57022095862.356895,23470755729.66338,24649159217.689796,33933548283.054916,,,,,21820.520518560254,21820.520518560254,90991209316.48878,49609288438.23367,102.94583,1.0014,,9.56340980529785,8.0,98.27228,160275.0,12018.900390625,3195466.0,,1885015.0,2370674.0,17.358571735857172,100.0,10.99897830914914,,876400.0,55960.0,,,1.16392895189673,1414.59,17.764530977499497,16.16493535255235,296797000000.0,58309423142.7379,192.0,553800000.0,108.106657122405,0.7452408240229857,1.52083333333333,8.438538409465487,68.548711714253,1207.83935547,6.53333521,889.94451904,0.0,4.3,177.0,4255689.0,416586659.471847,230.0,5212.0,2722.0,32.0,29.9,19.4,8.0,9.1,0.0,68.42299886650164,13.99127325228495,4.429511938883014,,,,,,22022000000.0,12.30467982712624,21.718243473493303,2.6820810394188874,5.92,4.921036,100.0,285.8315929,19550.0,19550.0,1.64543356582386,,40.20410241069678,20.27150997631546,47.89974695931745,36.43838122942889,38051922000.0,,4.3899998664856,24.8199996948242,,17.25,,,
2014 [YR2014],-941182517.394654,246850290.106947,-231788153.712654,24989852482.5984,275975835.634615,1501818828.83895,,15423620715.6123,,,,,,47488514247.1866,56200508763.8474,7.394688886597024,-0.3414525168676903,-0.4245379289501017,331598513468.51,324674534029.76013,332126661135.5156,330920132278.2566,70968546713.9221,42173105572.8323,193757773329.69498,331321891005.084,324388148407.136,143439003593.362,71616980956.3628,194327697844.19,19.074825704860583,19.482546924602026,43.29294486344731,86.97013400986971,24221969042.37926,24005508311.01873,57639588805.58706,56433335663.00985,24953875401.120552,25175352225.836372,33898511342.68119,,,,,22060.741131483563,22060.741131483563,91545238334.36887,49472645850.138275,98.56875,0.9918,,,8.0,98.40374,160819.0,13149.2353515625,3001477.0,,1868155.0,2370234.0,17.62429294432867,100.0,11.624127111213596,,812900.0,56590.0,,,0.90598633766645,1411.01,17.154332828181136,17.26538497847769,296342000000.0,71209480767.9594,193.0,490100000.0,107.874015748032,0.1406311174357029,1.35333333333333,8.427517170994648,69.29877144654981,1239.72241211,6.69970798,909.37164307,0.06645168,4.2,171.0,4238389.0,512524328.95447,170.0,3532.0,2604.0,32.1,29.3,20.0,8.0,3.6,0.0,69.35112625298011,13.507537013500958,3.69162990130388,,,,,,22809000000.0,12.971060895160482,18.628322281592986,2.346836599289238,5.9,5.722713,100.0,312.1958796,19550.0,19550.0,1.84365488047612,,41.57086046508365,19.942384368132842,47.8950541704255,36.91495531097378,39596266000.0,,5.21999979019165,28.5400009155273,12.4416528355447,17.2900009155273,,,
