,"Foreign direct investment, net (BoP, current US$)","Net capital account (BoP, current US$)","Net trade in goods and services (BoP, current US$)","Exports of goods and services (BoP, current US$)","Charges for the use of intellectual property, payments (BoP, current US$)","Net secondary income (BoP, current US$)","Grants, excluding technical cooperation (BoP, current US$)","Total reserves (includes gold, current US$)","External debt stocks, long-term (DOD, current US$)",Total debt service (% of GNI),"Debt service on external debt, total (TDS, current US$)","Net financial flows, bilateral (NFL, current US$)","Commercial banks and other lending (PPG + PNG) (NFL, current US$)",Adjusted net national income (current US$),"GNI, Atlas method (current US$)",Exports of goods and services (annual % growth),GDP growth (annual %),GNI growth (annual %),GDP (constant LCU),GNI (constant LCU),Gross national expenditure (constant LCU),Gross domestic income (constant LCU),"Industry (including construction), value added (constant LCU)","Manufacturing, value added (constant LCU)","Services, value added (constant LCU)",GDP (current LCU),GNI (current LCU),Exports of goods and services (current LCU),"Industry (including construction), value added (current LCU)","Services, value added (current LCU)",Gross savings (% of GDP),Gross savings (% of GNI),Exports of goods and services (% of GDP),Trade (% of GDP),Imports of goods and services (constant 2010 US$),Exports of goods and services (constant 2010 US$),GDP (current US$),GNI (current US$),Exports of goods and services (current US$),Imports of goods and services (current US$),"Services, value added (current US$)","Net ODA provided, total (% of GNI)",Net ODA received (% of central government expense),Net ODA received (% of GNI),Net official aid received (current US$),"GDP per capita, PPP (current international $)","GDP per capita, PPP (current international $)","GNI, PPP (current international $)","Households and NPISHs Final consumption expenditure, PPP (current international $)","Gross intake ratio in first grade of primary education, total (% of relevant age group)","Over-age students, primary (% of enrollment)","Persistence to grade 5, total (% of cohort)","Government expenditure on education, total (% of government expenditure)","Compulsory education, duration (years)","Adjusted net enrollment rate, primary (% of primary school age children)","Primary education, pupils",Aquaculture production (metric tons),Cereal production (metric tons),"Plant species (higher), threatened",Rural population,Urban population,Electricity production from coal sources (% of total),Access to electricity (% of population),GDP per unit of energy use (PPP $ per kg of oil equivalent),"Annual freshwater withdrawals, total (% of internal resources)",Arable land (hectares),Land area (sq. km),Urban land area (sq. km),Rural land area (sq. km),Total natural resources rents (% of GDP),"Depositors with commercial banks (per 1,000 adults)",Bank liquid reserves to bank assets ratio (%),"Claims on central government, etc. (% GDP)",Net domestic credit (current LCU),Net foreign assets (current LCU),"Listed domestic companies, total","Stocks traded, total value (current US$)",Consumer price index (2010 = 100),"Inflation, GDP deflator (annual %)",Deposit interest rate (%),Real interest rate (%),Broad money (% of GDP),"Domestic general government health expenditure per capita, PPP (current international $)",Current health expenditure (% of GDP),Current health expenditure per capita (current US$),"External health expenditure per capita, PPP (current international $)","Mortality rate, infant (per 1,000 live births)",Number of infant deaths,"Population, total","ICT service exports (BoP, current US$)","Patent applications, residents","Trademark applications, total",Rail lines (total route-km),Gini index (World Bank estimate),Multidimensional poverty headcount ratio (% of total population),Poverty headcount ratio at national poverty lines (% of population),Start-up procedures to register a business (number),Cost of business start-up procedures (% of GNI per capita),Profit tax (% of commercial profits),Merchandise exports to high-income economies (% of total merchandise exports),Fuel exports (% of merchandise exports),Ores and metals exports (% of merchandise exports),,,,,,Merchandise imports (current US$),Food imports (% of merchandise imports),Fuel imports (% of merchandise imports),Ores and metals imports (% of merchandise imports),"Bound rate, simple mean, all products (%)","Share of tariff lines with international peaks, all products (%)","Binding coverage, all products (%)",Export value index (2000 = 100),"Armed forces personnel, total","Armed forces personnel, total",Military expenditure (% of GDP),"Central government debt, total (% of GDP)",Expense (% of GDP),Tax revenue (% of GDP),Taxes on goods and services (% of revenue),"Revenue, excluding grants (% of GDP)",Social contributions (current LCU),IDA resource allocation index (1=low to 6=high),"Employers, total (% of total employment) (modeled ILO estimate)","Labor force participation rate for ages 15-24, female (%) (national estimate)",Benefit incidence of social protection and labor programs to poorest quintile (% of total SPL benefits),"Unemployment, total (% of total labor force) (modeled ILO estimate)",Increase in poverty gap at $3.20 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (USD),Increase in poverty gap at $1.90 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (USD),Number of people pushed below the $3.20 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure
1980 [YR1980],373639438.705504,0.0,-1726908779.11143,38150661837.9649,203567212.361651,-1224425808.6552,,6995886855.43518,,,,,,121854582669.215,143740160918.80902,-0.600003502009514,1.6999714393924705,0.5184312554118691,2008656340000.0,1995834746637.2036,2177701658000.0,2050707383008.5537,464599544000.0,245379631000.0,1264485388000.0,600992612000.0,592558827000.0,163217393000.0,178704680000.0,340857930000.0,21.790605572321407,22.100747408107036,27.157969955211364,55.87916944310124,58316207497.14042,49107669005.995255,142092068280.6885,140098077123.13223,38589321212.4078,40810546387.36524,80588691602.04276,0.781,,,,,,,,99.18009,,98.9508590698242,9.85581016540527,,,677349.0,822.0,5312200.0,,1405560.0,6904971.0,0.1920760828938079,,,,2975000.0,410340.0,,,0.636665456749382,,,14.51964604183853,307087000000.0,-5340064762.48031,103.0,1796400000.0,33.0592037292646,11.716509872825796,,,50.4089391368425,,,,,7.1,668.0,8310531.0,73289887.1968531,4106.0,6926.0,,,,,,,,81.03726912345596,4.342708131277371,4.59085592668219,,,,,,33438000000.0,7.102274969413277,24.15125196553982,4.554099630199122,,,,,,,2.92345159602684,,33.68261039455174,16.30302902958148,29.643908969210177,30.907201900844665,61650000000.0,,,,,,,,
1981 [YR1981],644245656.655002,0.0,335503812.966785,35424096816.9644,199489842.45307,-1004474870.28323,,6013375320.54551,,,,,,110319709020.652,145850334322.9376,3.101584625429112,0.4548304166356303,-0.14027481291371657,2017792320000.0,1993035093180.2915,2147666609000.0,2054461563534.6174,449420851000.0,236447034000.0,1282123577000.0,656656843000.0,644622122000.0,182760998000.0,187294770000.0,376928710000.0,20.133705199476296,20.509589793725368,27.83204042541288,55.742140343460946,56070727394.243996,50630784917.79182,129686938223.3282,127310131927.16357,36094521072.796936,36195754038.78817,74441819725.8759,0.827,,,,,,,,99.2878,,98.23193359375,10.1913795471191,,,666679.0,2607.0,5695490.0,,1406165.0,6914338.0,0.18376990840674406,,,,2956000.0,410340.0,,,0.578654147190163,,,18.65631970576708,364027999998.877,-17378038243.053,130.0,3669500000.0,37.0606694272482,8.767342175897056,,,52.27007129504307,,,,,6.9,646.0,8320503.0,67561602.747015,3914.0,7067.0,,22.9,,,,,,79.0520527970594,4.429359359877403,4.277486208731316,,,,,,28840000000.0,7.076266836315644,24.82622432747224,4.074522955228107,,,,,,,2.9482371468705098,,36.43455520953126,16.71192513560694,30.147884687383,32.37155026495323,74750000000.0,,,,,,,,
1982 [YR1982],856781038.378413,0.0,-609620322.828424,33096606109.7755,219833918.189681,-947096228.635616,,6285248817.83952,,,,,,96393640270.4909,131177178127.42868,6.762743199275917,1.2486646792272467,0.5843042111026193,2042987780000.0,2004680481158.4973,2160739054000.0,2069245156407.2847,451665367000.0,234340368000.0,1298520397000.0,718607292000.0,701940824000.0,216371575000.0,202753103000.0,413255496000.0,18.953163118469146,19.403175820127803,30.109849622845186,60.656702604125535,58725659583.673904,54054814881.5598,114380557730.87575,111727759844.6503,34439813930.53831,34939660809.21911,65777782446.757706,1.017,,,,,,,,101.22905,0.54182,98.3727264404297,,,96.2125,662581.0,3998.0,5924400.0,,1406969.0,6918294.0,0.4019615724736715,,,2.135438596491228,2946000.0,410340.0,,,0.658070510272503,,,17.798316469056232,401619999998.875,-27343139028.805,138.0,4614200000.0,40.2438789201222,8.084605371925747,,,51.594522366745196,,,,,6.8,634.0,8325263.0,,4087.0,7926.0,,,,,,,,80.67936264313266,5.1891445415867254,3.8721844764704416,,,,,,27585000000.0,6.952677020036141,24.45994661055578,4.040095992548567,,,,,,,2.85375478407458,,37.10093161704237,16.370554725737463,29.08518395757375,33.402110258575,85560000000.0,,,66.5299987792969,,,,,
1983 [YR1983],1232363590.77686,0.0,1967829177.55754,33495406393.0971,201913383.88393,-855952113.966365,,6348959344.78422,,,,,,88037066287.3154,112840370148.9394,9.506098596070501,1.9006387302032692,1.5428077751862759,2081817597000.0,2035608847489.4521,2142331160000.0,2106187850914.38,468224294000.0,247754469000.0,1320395895000.0,805155574000.0,784385862000.0,266134062000.0,229401603000.0,460222960000.0,20.93849312990144,21.492922388625164,33.05374397122412,64.29117138546941,59323496012.75185,59193318880.12426,105014356666.7971,102305416911.21806,34711176585.67125,32803783438.3274,60025688982.79663,0.841,,,,,,,,98.41013,,98.6732406616211,,,,658127.0,3227.0,5407140.0,,1407607.0,6921426.0,0.6310336275707502,,,,2937000.0,410340.0,,,0.654065382721666,,,16.976719085580722,436496999999.873,-29357162208.2945,145.0,9847400000.0,43.8147269586491,9.954061935552772,,,49.37033448395353,,,,,6.6,629.0,8329033.0,,4283.0,8816.0,,,,,,,,82.3252169624462,6.200723917788912,4.227082582719969,,,,,,26098000000.0,6.979492338743514,22.929379318919878,4.324883029600749,,,,,,,2.7378226181065504,,38.89310465110187,16.83525574151959,29.589624894375255,33.805889046729746,92800000000.0,,,65.0299987792969,,,,,
1984 [YR1984],1207289820.30621,0.0,3381002757.56185,35415908360.0682,225700823.519052,-756354866.074916,,5715950280.51136,,,,,,92005989262.1678,108542048725.59277,7.08262932854457,4.229535244917045,4.281681548731143,2169868806000.0,2122767135916.7466,2218947960000.0,2208764703036.37,511266288000.0,270721832000.0,1355230583000.0,903291831000.0,880402232000.0,304233619000.0,267677091000.0,503179559000.0,23.29435234522801,23.899982777281455,33.680545816870115,64.16653999387269,62469589143.267494,63385762243.666855,109201362581.30031,106434177808.94121,36779614956.84132,33291121037.74269,60830721124.78541,0.804,,,,,,,,95.80351,,,,,,647557.0,3265.0,6897160.0,,1408886.0,6927719.0,0.8339552844209366,,,,2929000.0,410340.0,,,0.522709567876726,,,18.35630460827227,500616000000.0,-42269364217.5826,159.0,8470200000.000001,47.3392897976951,7.635982040425532,,,47.73983171336795,,,,,6.5,632.0,8336605.0,,3969.0,9562.0,,,,,,,,82.82175091928833,5.569545324032477,4.20508118026878,,,,,,26426000000.0,7.143967551045964,19.45808872026532,4.6257250526754214,,,,,,,2.67196132262297,,37.683281118923354,17.690849680672027,28.394304349229927,34.286815110143515,103160000000.0,,,64.8399963378906,,,,,
1985 [YR1985],1412252758.44934,0.0,1824376961.45367,36293653867.7031,285483698.256473,-857637181.74134,,7777877858.87517,,,,,,95985456143.5174,109209944206.26303,1.2701204700879174,2.1603737456558463,2.132053425316286,2216746082000.0,2168025665349.5479,2317906338000.0,2258578461276.0244,525962724000.0,277088830000.0,1378306940000.0,981907505000.0,956789925000.0,320656668000.0,291268345000.0,541161656000.0,23.127250509406757,23.734385419246102,32.65650444335895,63.98881766363523,67387099694.58507,64190837785.04493,114123537581.79431,111204212624.50749,37268758121.31708,35757544253.18751,62897250781.62229,0.862,,,,,,,,,,,,,,630505.0,3081.0,5629000.0,,1411215.0,6939171.0,1.4589238239623845,,,,2918000.0,410340.0,,,0.554590333918082,,,15.716246104056411,504632000000.0,-32745403756.8452,164.0,10799760000.0,50.8294142442701,6.40450696531623,,,45.363743298815095,,,,,6.4,640.0,8350386.0,,3840.0,9643.0,,,,,,,,83.97447472390954,4.787863916819936,3.934411345286801,,,,,,28548000000.0,6.582788727244106,18.900235976946856,4.305546764370108,,,,,65700.0,65700.0,2.6730084000738,,38.80508072906521,20.1933480486026,30.051103434493392,35.67240276873125,97370000000.0,,,66.4100036621094,,,,,
1986 [YR1986],2880036262.6473,0.0,3235809030.43378,43509416341.7727,428780879.787887,-1158526349.61226,,8922761484.31062,,,,,,127677644066.045,128275962238.71779,3.4797872248730073,2.6913231733863654,3.413355399094371,2276405883000.0,2242028086451.5083,2379816129000.0,2347694779589.6685,534584582000.0,279329582000.0,1411474941000.0,1072087964000.0,1050319036000.0,326686349000.0,313897907000.0,595430897000.0,23.583886228192195,24.07268620578463,30.471972447216096,58.23108597085229,69789339737.66869,66424542357.82788,150498057723.6229,147442169127.96902,45859726683.13774,41776926694.36802,83585672553.20345,0.847,,,,,,,,,,,,,,612704.0,4346.0,5810730.0,,1414501.0,6955328.0,1.6294429477709222,,,,2904000.0,410340.0,,,0.482355495077718,,,16.235328242151592,583268000000.0,-45067005394.9591,154.0,16924000000.0,52.9825025415534,6.322723109505262,,,47.216088324633034,,,,,6.3,652.0,8369829.0,,3685.0,10121.0,,,,,,,,85.17456308068316,2.7987072830698843,3.4195464742093624,,,,,,32693000000.0,7.356039038899464,10.759749089163522,3.8505201784851235,,,,,,,2.58656825639449,,37.3178333713669,19.146749790393134,30.75272235911295,35.20513359666819,112510000000.0,,,67.5,,,,,
1987 [YR1987],4141137007.85909,0.0,2797814947.09947,52931534423.8196,448584284.673972,-1255524367.48141,,11112081838.9299,,,,,,155962689121.665,162571584244.921,4.036311047512541,3.3538429842478195,3.9406239946694797,2352752962000.0,2330377983193.4453,2483523253000.0,2420678886832.4697,547103809000.0,285583230000.0,1459544907000.0,1160354311000.0,1141462173000.0,349098947000.0,335959353000.0,644006581000.0,23.765912246472524,24.159257645449884,30.08554746516558,58.67686089891211,74910971240.0518,69105643499.27655,183009638350.8927,180029993848.96854,55059451611.88569,52324859314.86973,101571916756.04063,0.882,,,,,,,,101.18701,,99.3661880493164,,,98.16774,600122.0,7288.0,5170430.0,,1419229.0,6978575.0,1.4762599587606267,,,1.737719298245614,2886000.0,410340.0,,,0.438899904597421,,,17.14579746151346,665290000000.0,-66946982250.3616,150.0,19588400000.0,55.2017125523808,4.7209492399031205,,,46.22639782651697,,,,,6.3,665.0,8397804.0,175947101.758519,3521.0,10466.0,,23.1,,,,,,85.6544201926891,2.8606447436566156,3.2217755988672505,,,,,,40706000000.0,6.629170231916989,8.928585383458028,3.413248170582791,,,,,,,2.65329051466664,,35.74166925295286,21.570135744512264,29.378003507413396,37.83930441225378,125180000000.0,,,66.5400009155273,,,,,
1988 [YR1988],5797938024.54579,0.0,2637482547.64593,59786901844.6623,594205379.162331,-1378303398.17919,,10981551557.1996,,,,,,175698264152.96,204111961888.713,3.3368988544209515,2.5590386654457404,2.4587448884718413,2412960820000.0,2387676032737.2876,2560276827000.0,2488291990022.776,558729342000.0,295365958000.0,1503082578000.0,1268248752000.0,1246702914000.0,378057077000.0,364469435000.0,707388124000.0,24.45788319756032,24.880570578234522,29.809378988452572,58.34678172031034,78671091104.48808,71411628925.54413,206986674500.58752,203470249706.22797,61701442257.47486,59068620903.51221,115450470688.07938,0.86,,,,,,,,103.75421,,99.5664825439453,,,98.41821,588600.0,8287.0,4743200.0,,1425767.0,7010722.0,1.4199298274524343,,,,2868000.0,410340.0,,,0.70123212433364,,,16.053632986346514,797047000000.0,-126697231626.235,142.0,18661700000.0,58.4171563806076,6.571206425558131,,,45.50053757908212,,,,,6.2,678.0,8436489.0,276343226.8136,3260.0,11363.0,,,,,,,,85.93925482423813,2.1840402895460964,3.410465566490312,,,,,,45627000000.0,6.572051260338919,6.7713890945365325,4.380966476514045,,4.208404,,,,,2.58528674880736,,34.53423465304542,21.672404531567793,30.07142857142857,37.532069260810125,138670000000.0,,,,,,,,
1989 [YR1989],8483725107.51915,0.0,983144068.61972,62425563400.5852,672526064.059916,-1750806214.40729,,11992849969.076,,,,,,184028698261.348,221539365503.7012,3.1773891676017456,2.6548069272007524,2.408478568915484,2477020271000.0,2445182698280.8965,2664978387000.0,2556959222015.957,562452726000.0,296751050000.0,1546865321000.0,1405090996000.0,1378733385000.0,415658402000.0,399978949000.0,788435900000.0,25.145652375694084,25.626368466905415,29.582311977181014,59.03803286488358,84735400526.92162,73680654287.43233,217948315624.56372,213859899331.4616,64474150677.069595,64198247529.82053,122296902387.19383,0.96,,,,,,,,101.07611,,99.7141799926758,,,98.77628,580200.0,7914.0,5492500.0,,1435311.0,7057653.0,1.1111422094097232,,,,2849000.0,410340.0,,,0.725248891886741,,,15.86594751760832,942760000000.0,-173180752782.692,135.0,18034400000.0,62.1811349241115,7.924666829385998,,,45.57078522478839,,,,,6.1,685.0,8492964.0,300489279.711403,3147.0,12225.0,,,,,,,,86.60856227095306,2.772505362206156,3.5416554550550536,,,,,,48975000000.0,5.998992216841421,7.573394335515335,4.544850539877356,,4.33863,,,62000.0,62000.0,2.5088339222614797,,33.98712263899526,21.28758926300884,29.263937445960682,37.86373989403886,162110000000.0,,,69.0400009155273,,,,,
1990 [YR1990],12646542113.6998,0.0,70153192.9650536,70530174752.4403,742804561.899875,-1935735805.11488,,20324328881.439,,,,,,219501835574.925,237620759934.15933,2.308087410596343,0.7546747686668454,-0.03915372154584418,2495713718000.0,2444225318255.9243,2674825979000.0,2568196889793.877,552961071000.0,291100097000.0,1580046953000.0,1549815256000.0,1511808046000.0,432742171000.0,420566602000.0,885456519000.0,24.028053116331307,24.63212402539932,27.92217777729761,55.823221229150164,85693209752.72742,75381268193.08556,261846194498.88492,255424756031.62802,73113159931.06711,73057820504.15625,149600682401.8382,0.907,,,,20375.734543590173,20375.734543590173,170115798754.01364,83694854551.12396,100.19025,,99.6336212158203,8.3370304107666,,99.51596,578540.0,9124.0,6379500.0,,1446443.0,7112392.0,1.0501150811047786,100.0,3.694899261013762,,2841000.0,410340.0,31152.32031,390507.2813,0.45446728083573,,,8.951131398592969,951272000000.0,-270155487115.328,121.0,15665200000.0,68.6271754732524,9.473820684139383,,,41.635220553023125,,,,,5.9,679.0,8558835.0,337269901.392495,3108.0,11920.0,,,,,,,,87.27168669524987,3.0458108695994097,3.39246176436261,,,,,,54264000000.0,6.1299846312216735,8.964741341788766,3.5338256773629992,,11.52495,,,65000.0,65000.0,2.5689803154591897,,35.17386978154769,21.619996235215794,30.60000999184,38.74590843490832,188600000000.0,,,68.8600006103516,,,,,
1991 [YR1991],911504668.295754,0.0,3729753113.90065,69267275585.8822,691455472.142693,-1984300595.14187,,20477292580.9968,,,,,,228490818403.723,250839440029.28098,-1.9657850851616132,-1.1459748685806517,-2.0674812360726946,2467113466000.0,2393691418433.645,2617749192000.0,2545352046469.747,537795879000.0,277504911000.0,1576227704000.0,1658400085000.0,1606951473000.0,432754896000.0,421558489000.0,956500478000.0,20.907943582918925,21.577338206956515,26.09472225153679,51.08965204858874,81494434329.7105,73899434465.9402,274229034311.69904,265721616039.68582,71559304836.70938,68543354609.3427,158164609838.77634,0.895,,,,20681.93523821624,20681.93523821624,172694941669.3668,86687143326.18837,98.27695,,99.723518371582,8.43002986907959,,99.72395,578359.0,7984.0,5160200.0,,1447374.0,7170001.0,1.667687283119004,100.0,3.6601687975980957,,2787000.0,410340.0,,,0.271524704159438,,,7.959659505203173,940991000000.0,-243555765131.863,117.0,20534700000.0,75.1087564434232,8.24678891530533,,,40.52544413611749,,,,,5.6,651.0,8617375.0,366361245.292687,3154.0,11159.0,,,,,,,,86.64270287316685,3.2293805757030043,3.19877414691567,,,,,,49990000000.0,6.98170534674029,8.673839147025648,3.3849402717452453,,6.321393,,,63000.0,63000.0,2.45430639025377,,36.628073375912784,19.667148051309947,32.9641160085204,36.80052874575196,191040000000.0,,3.91000008583069,65.8199996948242,,3.24000000953674,,,
1992 [YR1992],424192269.203821,0.0,3825511647.04395,71383204860.9658,717288895.505632,-2614383756.7678,,24646790230.1686,,,,,,232827891147.027,271623799571.73322,2.157262130208906,-1.1585927600785908,-2.8582646414878923,2438529668000.0,2325273382994.226,2579958420000.0,2516559073472.499,514709277000.0,264276041000.0,1566672870000.0,1655829313000.0,1584439789000.0,429813469000.0,405168263000.0,986927536000.0,17.972757067463252,18.782549008388713,25.957595123211835,50.77208878956475,82833551590.21892,75493638980.11247,284321115594.6289,272062878017.78906,73802924035.85287,70552845221.33315,169464531062.19305,1.03,,,,20785.90372374553,20785.90372374553,172405590505.87433,87626365394.20322,100.15946,,,8.01222038269043,,99.83868,584203.0,7119.0,3759700.0,,1442280.0,7225787.0,1.7535083872382413,100.0,3.8711994782907504,1.7385964912280703,2765000.0,410340.0,,,0.275129279412085,,,3.101225446176166,855334000000.0,-65869270865.0,108.0,28450200000.0,76.8921141591384,1.0153412427837338,7.8,14.042083690163828,41.91857183289277,,,,,5.2,604.0,8668067.0,267351841.560912,3291.0,11438.0,,24.9,,,,,,86.73999941237135,3.1829205861661456,3.2097613890893677,,,,,,50017000000.0,7.423163176903956,8.547916107756164,3.207099373636789,,6.29284,,,70000.0,70000.0,2.44419307170226,,39.70759515114345,17.141863462106738,31.96139793226615,36.859475503197594,227790000000.0,,3.90000009536743,60.7599983215332,,5.71999979019165,,,
1993 [YR1993],-2234323573.68313,0.0,6781942061.59244,61784992551.0904,589818518.388431,-1807293934.53192,,21420634045.1913,,,,,,171629014130.223,245890760113.78766,7.8056369066700455,-2.0656163696098275,-2.79927773826401,2388159000000.0,2260182522830.29,2438844000000.0,2436408217773.5415,496817000000.0,264905000000.0,1536716000000.0,1657501000000.0,1576836000000.0,504050000000.0,399674000000.0,990809000000.0,16.054235164260188,16.875509462617817,30.410238063204787,58.13492721874678,80572788855.87567,81386398326.53238,212953336588.12344,202589613793.45786,64759616619.98612,59040650615.412285,127297710512.11552,0.985,,,,20718.162231750233,20718.162231750233,171841781882.74484,87209683094.82097,103.53581,,,8.15380001068115,,99.63522,614551.0,5904.0,5241500.0,,1437168.0,7281393.0,1.9126040468994194,100.0,3.884048658430181,,2777000.0,410340.0,,,0.345829895095422,,,13.657005335140068,872353000000.0,-27851578868.1196,197.0,40607900000.0,80.5277063755107,2.2122710919302904,5.45,9.673719997060456,43.6213914803068,,,,,4.8,546.0,8718561.0,480892607.433363,3760.0,12393.0,,,,,,,,85.40801897098382,3.400693234577999,3.1319836801112317,,,,,,42713000000.0,7.649365824367904,8.965890366422965,3.3471246139891124,,5.085296,,,70000.0,70000.0,2.38683434804186,,44.21656457522499,15.44674784509934,34.49901622303894,32.50314781107221,187420000000.0,,3.90000009536743,54.6599998474121,,9.32999992370605,,,
1994 [YR1994],416693728.908276,0.0,8542057141.79032,73657589652.878,775171526.951281,-1880343153.73345,,25579504410.2307,,,,,,189663528838.87,243135144583.93918,13.608199185998913,3.9299728368169724,6.165622165842777,2482013000000.0,2399536837446.419,2517625000000.0,2541280246466.1055,542499000000.0,306539000000.0,1580526000000.0,1767223000000.0,1708880000000.0,593757000000.0,443667000000.0,1042784000000.0,19.65033684066995,20.321220461693784,33.59830649555828,63.841631757848326,90940704363.49577,92461621521.11739,229033566614.82632,221472265422.4987,76951399688.95801,69267366511.14568,135145671332.29652,0.965,,,,21836.433694034007,21836.433694034007,185410057330.34167,90628803212.03976,102.92477,,,,,99.89829,626254.0,7410.0,4471600.0,,1433808.0,7346937.0,2.2039243167484233,100.0,3.8578421528713607,,2777000.0,410340.0,,,0.341907731068614,,,14.114460936735204,872048000000.0,-44895462374.9757,216.0,88487090000.0,82.2656054131643,2.5880423161401183,4.755,7.858574451606921,41.197347476804005,,,,,4.4,487.0,8780745.0,589847330.905237,3953.0,13528.0,,,,,,,,84.89268068192757,2.534235709796341,2.9074232641423303,,,,,,55458000000.0,7.825314264554008,7.388407247383384,3.739441014849544,,5.157619,,,70000.0,70000.0,2.2799385244374504,,41.94829967695078,14.821559022262612,37.36293859649123,30.963834218997828,185040000000.0,,3.91000008583069,53.3699989318848,,9.57999992370605,,,
1995 [YR1995],-3540533478.20854,0.0,14383610467.7643,95254847885.5416,1004150617.00587,-2969938736.00568,,25869764854.6977,,,,,,223608681273.925,247729632993.34113,11.283792173025617,3.9351929260644596,4.079402108409695,2579685000000.0,2497423593785.2754,2575812000000.0,2663951713561.175,595393000000.0,347110000000.0,1628900000000.0,1906773000000.0,1853454000000.0,707871000000.0,513319000000.0,1107152000000.0,22.586775458560126,23.236537621891383,37.12403101994836,68.60045742204237,97504842263.95102,102894798733.3698,267305875261.09933,259831214164.55215,99234716050.075,84138337095.03316,155208949574.53073,0.766,,,,23050.365300671252,23050.365300671252,197774709860.98126,93409248394.17838,,,,10.230429649353,,98.83807,643768.0,7554.0,4791000.0,,1427846.0,7399093.0,1.9825615504440532,100.0,4.042388308298764,,2764000.0,410340.0,,,0.375087704249088,,,11.164569668230042,834591000000.0,8968771746.60229,212.0,99323720000.0,84.2853482548,3.811391398444613,5.73,7.059541831422928,39.36262995123174,,,,,4.0,432.0,8826939.0,761915530.551455,3941.0,15012.0,10884.0,25.2,,,,,,83.75400888459808,1.875131212843855,2.9191840672286875,,,,,,65036000000.0,6.678260652778636,5.821566251131195,3.7752369778066583,4.09,7.162161,100.0,92.55711364,99600.0,99600.0,2.15896881665563,,42.58535232038633,26.732390274038913,34.98320727026417,36.726553186981356,106694000000.0,,3.88000011444092,46.8199996948242,,8.89999961853027,,,
1996 [YR1996],-379987278.967645,0.0,16811305567.5979,101343951800.481,1005618157.00749,-2616076773.88598,,20843371292.358,,,,,,243319771418.166,268740224720.99014,4.413461486129776,1.579456406499233,1.768029374781662,2620430000000.0,2541578776536.127,2603745000000.0,2701435262815.777,609791000000.0,359677000000.0,1656157000000.0,1956434000000.0,1904454000000.0,704881000000.0,513000000000.0,1165284000000.0,22.573651304072644,23.189774557659078,36.028866805626976,66.53850832688452,100850993012.0777,107436021046.69781,291743811512.07874,283992543990.4563,105111989263.34625,89009991052.78854,173767372502.2368,0.835,,,,23875.25850476971,23875.25850476971,205472952007.17773,97259838895.13904,,,,11.3632297515869,,99.80345,666139.0,8244.0,5954200.0,,1422163.0,7418835.0,3.0662675019733054,100.0,4.098687929494706,,2809000.0,410340.0,,,0.31493302935391,,,9.132278420841184,832934000000.0,68584544621.4244,217.0,130469500000.0,84.7347003997609,1.0090586064723368,3.7,7.641335836618807,41.763688424960925,,,,,3.8,388.0,8840998.0,902319803.623326,4111.0,13425.0,10923.0,,,,,,,82.95694457195093,2.175839793884399,2.6491622939678825,,,,,,66930000000.0,7.195206046138693,7.420936352714211,3.165910708152205,6.16,9.906788,100.0,97.56841712,98200.0,98200.0,2.14090775518102,,40.121312551305074,27.31122031205755,33.42142330136159,37.71954484536662,119069000000.0,,4.11999988555908,42.5900001525879,,9.55000019073486,0.0,0.0,
1997 [YR1997],1847448543.83747,-230458997.503361,16244548744.5836,100684299120.346,957304070.838711,-2729469688.57341,,12195506285.5058,,,,,,223148191379.14,277719734319.10223,13.93366892843693,3.070526592963745,3.1670984545639556,2700891000000.0,2622073078689.328,2653493000000.0,2787027038237.9375,639048000000.0,389861000000.0,1700728000000.0,2047269000000.0,1993907000000.0,801137000000.0,538705000000.0,1221517000000.0,23.10467124128343,23.72301074597315,39.13198509819667,72.00871014019164,113273316213.57011,122405800529.2305,268146144677.7299,261156924124.74295,104930909376.67815,88157670696.40729,159991224508.507,0.791,,,,24797.18123365673,24797.18123365673,213639859042.54663,101338308387.36354,,,,,,99.82815,690630.0,6683.0,5986000.0,,1420501.0,7425561.0,1.8383979196547056,100.0,4.3718521657539124,1.585380116959064,2796000.0,410340.0,,,0.309570403105744,,,7.882354492741306,909285000000.0,-16523257833.5128,245.0,152823830000.0,85.2926023577901,1.5255179578795435,2.375,5.451321158899756,40.35898555587956,,,,,3.6,355.0,8846062.0,1108678018.43827,4130.0,14468.0,10738.0,,,,,,,83.01377199363284,2.176792987336371,2.847226699977247,,,,,,65596000000.0,7.226176647979489,7.065293123341567,3.3691571332912242,6.09,8.83796,100.0,95.2245548,88950.0,88950.0,1.9532769236896401,,38.316215406964105,27.514850271263814,33.36525567342156,37.63853211278049,130046000000.0,,4.17999982833862,39.7599983215332,,10.3599996566772,,,
